telling  ;datum;naxxyyzzinventarisnummer;naxxyyzzfolioxxyyzznummer;scheepsnaam;scheepstype;plaatsxxyyzzparthesius;lokatie;aantalxxyyzzpersonen;aantalxxyyzzzeevarendenxxyyzzeuropees;aantalxxyyzzzeevarendenxxyyzzaziatisch;aantalxxyyzzsoldatenxxyyzzeuropees;aantalxxyyzzsoldatenxxyyzzaziatisch;aantalxxyyzzoverig;azxxyyzzaantalxxyyzzvoorman;azxxyyzzaantalxxyyzzvoormansmaat;azxxyyzzaantalxxyyzzkok;azxxyyzzaantalxxyyzzmatrozen;azxxyyzzaangenomenxxyyzzplaats;azxxyyzzaangenomenxxyyzzparthesius;azxxyyzzaangenomenxxyyzzjaar;azxxyyzzaangenomenxxyyzzjaarxxyyzznorm;azxxyyzzaanduidingxxyyzzmatrozen;azxxyyzzaanduidingxxyyzzvoorman;azxxyyzzloonxxyyzzvoorman;azxxyyzzloonxxyyzzvoormansmaat;azxxyyzzloonxxyyzzkok;azxxyyzzloonxxyyzzmatrozen;azxxyyzzregistratiexxyyzzwijze;azxxyyzzregistratiexxyyzzkop;azxxyyzzregistratiexxyyzzopmerking;asxxyyzzaangenomenxxyyzzplaats;asxxyyzzaangenomenxxyyzzjaar;asxxyyzzaanduidingxxyyzzsoldaten;asxxyyzzaanduidingxxyyzzvoorman;asxxyyzzloonxxyyzzhoofd;asxxyyzzloonxxyyzzcorporaal;asxxyyzzloonxxyyzzsoldaat;asxxyyzzregistratiexxyyzzwijze;asxxyyzzregistratiexxyyzzkop;asxxyyzzregistratiexxyyzzopmerking;opmerkingen;voornaam;tussenvoegsel;achternaam;geboorteplaats;aankomstxxyyzzazie;notitie;dasxxyyzzlinkxxyyzzheen;dasxxyyzzlinkxxyyzzterug
4808;1775;11815;46;Het Loo;Schip;79;Batavia;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4214.4;7945.4
4809;1775;11815;47;Delfshaven;Schip;79;Batavia;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4215.1;7979.1
4810;1775;11815;49;Ouwerkerk;Schip;79;Batavia;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4196.3;8002.3
4811;1775;11815;50;Geertruijda;Schip;79;Batavia;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4169.6;
4812;1775;11815;51;Woestduijn;Schip;79;Batavia;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4199.4;7947.4
4813;1775;11815;52;Zeeduijn;Schip;79;Batavia;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4166.1;8023.1
4814;1775;11815;54;De Jonge Samuel;Schip;79;Batavia;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4205.5;7949.5
4815;1775;11815;55;De Eendracht;Schip;79;Batavia;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4177.1;8015.1
4816;1775;11815;56;Barbara Theodora;Schip;79;Batavia;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4083.6;
4817;1775;11815;56;Elisabeth;Schip;79;Batavia;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4171.5;
4818;1775;11815;57;Het Huis te Bijweg;Schip;79;Batavia;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4159.5;7900.5
4819;1775;11815;58;Bartha Petronella;Schip;79;Batavia;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4206.5;7944.5
4820;1775;11815;59;Schagen;Schip;79;Batavia;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4109.6;
4821;1775;11815;59;Het Huijs te Boede;Schip;79;Batavia;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3994.4;
4822;1775;11815;60;De Snoek;Schip;79;Batavia;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4022.6;
4823;1775;11815;61;Phoenix;Bark;79;Batavia;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4824;1775;11815;61;Neptunis;Hoeker;21;Simonsbaij;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4825;1775;11815;63;De Snelheijd;Hoeker;21;Simonsbaij;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4826;1776;11815;1;Vreedesteijn;Schip;79;Batavia;247;;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staat jongen Johannes de Jood van Gale (5 g, in dienst 1771), jongen Josephus Hendrikus Pieters van Batavia (5 g, in dienst 1775);;;;;;;;;;;;;;;;;;4112.7;
4827;1776;11815;13;Alkemade;Schip;79;Batavia;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4251.3;8037.3
4828;1776;11815;23;Blok;Schip;79;Batavia;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4254.1;7983.1
4829;1776;11815;32;De Heldt Woltemade;Schip;79;Batavia;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4247.1;7974.1
4830;1776;11815;40;Barbara Theodora;Schip;79;Batavia;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4083.6;
4831;1776;11815;48;Meer en Bergh;Schip;79;Batavia;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4258.1;7988.1
4832;1776;11815;55;Diana;Schip;79;Batavia;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4250.1;7995.1
4833;1776;11815;61;Ceeres;Schip;79;Batavia;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4249.2;7982.2
4834;1776;11815;66;Mentor;Schip;79;Batavia;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4252.1;7972.1
4835;1776;11817;1;De Vrijhijd;Schip;79;Batavia, ter rede;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4253.2;7997.2
4836;1776;11817;6;Bodtland;Schip;79;Batavia, ter rede;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4242.3;7969.3
4837;1776;11817;10;Westvriesland;Schip;79;Batavia, ter rede;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4233.5;
4838;1776;11817;13;De Zilvere Leeuw;Schip;79;Batavia, ter rede;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4245.5;8021.5
4839;1776;11817;16;Het Huijs te Bijweg;Schip;79;Batavia, ter rede;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4159.5;7900.5
4840;1776;11817;19;Beekvliet;Schip;79;Onrust;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4232.2;7984.2
4841;1776;11817;22;Croonenburg;Schip;79;Batavia, ter rede;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4126.5;
4842;1776;11817;25;Groenendaal;Schip;79;Batavia, ter rede;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4243.3;8025.3
4843;1776;11817;27;Overhout;Schip;79;Onrust;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4218.2;7989.2
4844;1776;11817;29;Popkensburgh;Schip;79;Batavia, ter rede;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4238.3;7973.3
4845;1776;11817;31;Ijsselmonde;Schip;79;Batavia, ter rede;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4172.3;
4846;1776;11817;33;Ouwerkerk;Schip;79;Onrust;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4196.3;8002.3
4847;1776;11817;35;Vreedelust;Schip;79;Onrust;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4106.2;
4848;1776;11817;37;Bleijenburg;Schip;79;Onrust;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4168.3;7968.3
4849;1776;11817;38;Cornelia Hillegonda;Schip;79;Batavia, ter rede;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7685.1;
4850;1776;11817;40;De Eendracht;Schip;79;Onrust;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4177.1;8015.1
4851;1776;11817;41;De Venus;Schip;79;Onrust;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4184.1;8014.1
4852;1776;11817;42;Roodenrijs;Schip;79;Batavia, ter rede;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4220.1;
4853;1776;11817;43;De Snelhijd;Hoeker;21;Simonsbay;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4854;1776;11817;45;De Neptunus;Hoeker;21;Simonsbay;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4855;1777;11817;1;Vreedestijn;Schip;79;Batavia, ter rede;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4112.7;
4856;1777;11817;13;Geertruijda;Schip;79;Batavia, ter rede;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4169.6;
4857;1777;11817;20;De Ganges;Schip;79;Batavia, ter rede;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4282.1;8007.1
4858;1777;11817;27;Mars;Schip;79;Batavia, ter rede;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4264.2;8004.2
4859;1777;11817;31;Willem Fredrik;Schip;79;Batavia, ter rede;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4261.1;7999.1
4860;1777;11817;34;De Jonge Lieve;Schip;79;Batavia, ter rede;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4285.7;
4861;1777;11817;37;Concordia;Schip;79;Onrust;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4269.1;8064.1
4862;1777;11817;1;Het Veldhoen;Schip;43;Nagapatnam, ter rede;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4263.4;
4863;1777;11817;6;De Bodt;Schip;79;Batavia, ter rede;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4279.4;7994.4
4864;1777;11817;8;De Zilvere Leeuw;Schip;79;Onrust;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4245.5;8021.5
4865;1777;11817;10;Compagnies Welvaaren;Schip;79;Batavia, ter rede;38;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat hooploper Dirk Vlaming van Banda (7 g, in dienst 1776), hooploper Anthonij Wouters van Tagal (7 g, in dienst 1777);;;;;;;;;;;;;;;;;;4267.4;7998.4
4866;1777;11817;12;De Indiaan;Schip;79;Batavia, ter rede;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4280.2;8020.2
4867;1777;11817;14;Alckemade;Schip;79;Batavia, ter rede;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4251.3;8037.3
4868;1777;11817;15;Stavenisse;Schip;79;Onrust;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4208.1;8046.1
4869;1777;11817;17;De Dankbaarhijd;Schip;79;Batavia, ter rede;27;;;;;;;;;;;;;;;;;;;;;;NB: Onderaan E bemanning staat matroos Hendrik Weijdeman van Batavia (9 g, in dienst 1774);;;;;;;;;;;;;;;;;;4265.2;8075.2
4870;1777;11817;18;Vreedelust;Schip;79;Onrust;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4106.2;
4871;1777;11817;20;Breedenhoff;Schip;79;Batavia, ter rede;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4270.2;8000.2
4872;1777;11817;21;De Behemoth;Schip;79;Batavia, ter rede;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4275.1;8018.1
4873;1777;11817;22;De Eendracht;Schip;79;Onrust;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4177.1;8015.1
4874;1777;11817;23;De Venus;Schip;79;Batavia, ter rede;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4184.1;8014.1
4875;1777;11817;24;Maria Jacoba;Schip;79;Onrust;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4203.3;
4876;1777;11817;25;De Zon;Hoeker;21;Simonsbay;40;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat jongmatroos Christiaan Jurgens van Sint Jago (8 g, in dienst 1775);;;;;;;;;;;;;;;;;;4158.3;
4877;1777;11817;27;De Snelhijd;Hoeker;21;Simonsbay;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4878;1777;11817;29;De Phonix;Bark;79;Onrust;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4879;1778;11817;1;Renswoude;Schip;79;Batavia, ter rede;164;;;;;;;;;;;;;;;;;;;;;;NB: Bijna onderaan E bemanning staat jongen Johannes de Jood van Gale (5 g, in dienst 1774, jongen);;;;;;;;;;;;;;;;;;4142.5;
4880;1778;11817;9;De Jonge Samuel;Schip;79;Batavia, ter rede;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4306.6;
4881;1778;11817;15;Geertruijda;Schip;79;Batavia, ter rede;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4169.6;
4882;1778;11817;20;Concordia;Schip;79;Onrust;77;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Jan Jurgen Schultz van Samarang (9 g, in dienst 1777), hooploper Lodewijk Hartenier van Banjermassing (7g, in dienst 1773), matroos Appolonius Leonardus van Batavia (5 g, in dienst 1777);;;;;;;;;;;;;;;;;;4269.1;8064.1
4883;1778;11817;24;Het Huijs te Bijweg;Schip;79;Batavia, ter rede;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4159.5;7900.5
4884;1778;11817;27;Borselen;Schip;79;Batavia, ter rede;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4295.5;
4885;1778;11817;29;Cornelia Adriana;Schip;79;Batavia, ter rede;51;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Hendrik Winter van Sammarang (9 g, in dienst 1778);;;;;;;;;;;;;;;;;;;
4886;1778;11817;32;Landskroon;Schip;79;Onrust;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4236.4;
4887;1778;11817;34;Zeeduijn;Schip;79;Onrust;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4166.1;8023.1
4888;1778;11817;37;Het Huijs ter Meije;Schip;79;Onrust;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4290.4;
4889;1778;11817;38;De Morgenstar;Schip;79;Batavia, ter rede;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4291.2;8040.2
4890;1778;11817;40;Woestduijn;Schip;79;Batavia, ter rede;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4293.5;8026.5
4891;1778;11817;42;Het Huijs te Krooswijk;Schip;79;Batavia, ter rede;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4294.3;8029.3
4892;1778;11817;44;Stavenisse;Schip;79;Onrust;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4208.1;8046.1
4893;1778;11817;46;De Triton;Schip;79;Batavia, ter rede;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4311.2;8061.2
4894;1778;11817;47;De Zilvere Leeuw;Schip;79;Onrust;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4245.5;8021.5
4895;1778;11817;1;De Dankbaarhijd;Schip;79;Onrust;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4265.2;8075.2
4896;1778;11817;2;Mentor;Schip;79;Batavia, ter rede;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4303.2;8045.2
4897;1778;11817;4;Velsen;Schip;79;Onrust;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4098.6;
4898;1778;11817;5;Vreedelust;Schip;79;Onrust;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4106.2;
4899;1778;11817;5;De Jonge Lieve;Schip;73;Samarang, ter rede;41;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat Lodewijk Hendrik van Colombo;;;;;;;;;;;;;;;;;;4285.7;
4900;1778;11817;8;Zuijd Beveland;Schip;73;Japara, ter rede;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4296.6;
4901;1778;11817;10;De Vriendschap;Schip;73;Rembang, ter rede;70;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Cornelis Frans Kok van Samarang (9 g, in dienst 1777);;;;;;;;;;;;;;;;;;4277.1;8024.1
4902;1778;11817;14;Hoorn;Schip;11;Joana, ter rede;61;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Anthonij Wouters van Tagal (7 g, in dienst 1777), onderaan staat matroos Isaak Parisse van Maccasser (9 g, in dienst 1778), matroos Philippus Balthazar Billet van Maccassar (7 g, in dienst 1778);;;;;;;;;;;;;;;;;;4283.1;8131.1
4903;1778;11817;17;De Arend;Schip;73;Rembang, ter rede;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4904;1778;11817;18;De Snuffelaar;Pantjalang;73;Rembang, ter rede;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4905;1778;11817;19;Jagt Rust;Scheepje;21;Simonsbay;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4276.1;8142.1
4906;1778;11817;21;De Zon;Hoeker;21;Simonsbay;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4158.3;
4907;1778;11817;24;De Snelhijd;Hoeker;21;Simonsbay;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4908;1779;11817;1;Renswoude;Schip;79;Batavia, ter rede;123;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Cornelis Andries van Batavia (9 g, in dienst 1779), hooploper Carel Frederik Moltrecht van Batavia (7 g, in dienst 1779), hooploper Nisedius van Porsien? (7 g, in dienst 1777), hooploper Titus Benjamin van Maccasser (7 g, in dienst 1778), hooploper Rudolf Jong van Timor (7 g, in dienst 1773), hooploper Jan Rissar van Batavia (7 g, in dienst 1777), jongen Willem Richar van Batavia (5 g, in dienst 1778), jongen Jurriaan Joris van Padang (5 g, in dienst 1769), jongen Jacobus Wilhelmus Pieters van Batavia (5 g, in dienst 1778), matroos Joseph Michiel van Sint Malo (10 g, in dienst 1777), matroos Wan van ? (10 g, in dienst 1778), matroos Pedro van ? (10 g, in dienst 1778), jongen Godel van Sourabaya (5 g, in dienst 1779);;;;;;;;;;;;;;;;;;4142.5;
4909;1779;11817;7;Croonenburg;Schip;79;Batavia, ter rede;150;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Christoffel de Haas van Sourabaya (5 g, in dienst 1777), matroos Erwijn Jan Clandelietner? Van Salatiga (9 g, in dienst 1778), matroos Jan Calten? Van Bengalen (7 g, in dienst 1779);;;;;;;;;;;;;;;;;;4126.5;
4910;1779;11817;14;Voorberg;Schip;79;Onrust;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4336.3;8053.3
4911;1779;11817;19;Het Huijs ter Meije;Schip;79;Batavia, ter rede;60;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staan matrozen Manus Coree van Cochin (9 g, in dienst 1778), Johannes Gaspar van Handpubaar? (9 g, in dienst 1779), Frans Carel Beselsiun? Van Cochin (9 g, in dienst 1779), Paulus Matthijs van Cochin (9 g, in dienst 1778);;;;;;;;;;;;;;;;;;4290.4;
4912;1779;11817;22;De Pauw;Schip;79;Batavia, ter rede;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4328.4;
4913;1779;11817;24;Holland;Schip;79;Batavia, ter rede;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4316.3;8043.3
4914;1779;11817;26;De Princes van Oranje;Schip;79;Onrust;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4317.4;8051.4
4915;1779;11817;28;Europa;Schip;79;Onrust;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4320.3;
4916;1779;11817;29;Stavenisse;Schip;79;Onrust;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4208.1;8046.1
4917;1779;11817;31;De Dankbaarhijd;Schip;79;Onrust;27;;;;;;;;;;;;;;;;;;;;;;NB: Onderaan E bemanning staat jongen Jan Jacobs van Nagapatnam (5 g, in dienst 1777);;;;;;;;;;;;;;;;;;4265.2;8075.2
4918;1779;11817;32;Honkoop;Schip;79;Batavia, ter rede;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4321.4;8071.4
4919;1779;11817;33;Borselen;Schip;79;Onrust;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4295.5;
4920;1779;11817;35;Het Lam;Schip;79;Batavia, ter rede;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4325.3;8054.3
4921;1779;11817;36;Het Huijs te Bijweg;Schip;79;Batavia, ter rede;23;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Paulus Veldhoen van Bengalen (9 g, in dienst 1772);;;;;;;;;;;;;;;;;;4159.5;7900.5
4922;1779;11817;37;Maria Jacoba;Schip;79;Onrust;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4203.3;
4923;1779;11817;38;Velsen;Schip;79;Batavia, ter rede;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4098.6;
4924;1779;11817;39;Mentor;Schip;79;Batavia, ter rede;18;;;;;;;;;;;;;;;;;;;;;;NB: Onderaan E bemanning staat hooploper Lodewijk Lielenen van Banjermassing (7 g, in dienst 1773), matroos Claas Vlok van Cochin (9 g, in dienst 1778);;;;;;;;;;;;;;;;;;4303.2;8045.2
4925;1779;11817;40;Vreeburg;Schip;79;Batavia, ter rede;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4319.6;8066.6
4926;1779;11817;41;Landskroon;Schip;79;Batavia, ter rede;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4236.4;
4927;1779;11817;42;Cornelia Adriana;Scheepje;79;Onrust;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4928;1779;11817;42;De Jonge Petrus Albertus;Scheepje;79;Batavia, ter rede;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4929;1779;11818;1;Everhardina;Schip;86;Banda, ter rede;79;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Jacobus Raadshoff van Samarang (s'reeq, in dienst 1777);;;;;;;;;;;;;;;;;;4313.1;8055.1
4930;1779;11818;4;Foreest;Schip;73;Rembang, ter rede;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4299.3;
4931;1779;11818;6;De Kleene Pallas;Scheepje;53;Palembang;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4932;1779;11818;8;Jagt Rust;Schip;21;Simonsbay;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4276.1;8142.1
4933;1779;11818;10;De Zon;Hoeker;21;Simonsbay;52;;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Jacobus Arnoldus Arendsz van De Caab (9 g, in dienst 1779), jongmatroos Christiaan Jurgens van Sint Jago (8 g, in dienst 1775);;;;;;;;;;;;;;;;;;4158.3;
4934;1779;11818;12;De Snelhijd;Hoeker;21;Simonsbay;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4935;1780;11820;1; 't Huis te Bijweg;Schip;79;Batavia, ter rede;288;;;;;;;;;;;;;;;;;;;;;;NB: temidden van E bemanning staat hooploper Titus Benjamin van Macasser (7 g, in dienst 1778), hooploper Jan Rukar van Batavia (7 g, in dienst 1777), hooploper Wisentius van Persia (7 g, in dienst 1777), jongen Christoffel de Haas van Souratta (5 g, in dienst 1777), jongen WIllem Richar van Batavia (5 g, in dienst 1778), matroos Joseph Michiel van Sint Malo (10 g, in dienst 1777), matroos Roger Forster van Londen (12 g, in dienst 1780), matroos Nathanael Quinix? van Batavia (9 g, in dienst 1778), hooploper Cornelis Seeger van Timor (7 g, in dienst 1779), hooploper Josephus HEndrikus Pieters van BAtavia (7 g, in dienst 1775), jongen Johannes Wilhelmus Pieters van Batavia (5 g, in dienst 1778), jongen Godel van Sourabaya (5 g, in dienst 1779), derde meester Jan Godfried Wouters van Padang (14 g, in dienst 1778);;;;;;;;;;;;;;;;;;4159.5;7900.5
4936;1780;11820;14; 't Huis te Loo;Schip;79;Batavia, ter rede;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4353.6;8068.6
4937;1780;11820;16;Honkoop;Schip;79;Onrust;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4321.4;8071.4
4938;1780;11820;18; 's Compagnies Welvaaren;Schip;79;Batavia, ter rede;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4345.2;
4939;1780;11820;19;De Vrijhijd;Schip;79;Onrust;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4330.3;
4940;1780;11820;21;Oud Haerlem;Schip;79;Onrust;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4351.5;8065.5
4941;1780;11820;22;De Dankbaerhijd;Schip;79;Batavia, ter rede;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4265.2;8075.2
4942;1780;11820;24;De Vrouw Anthonella Coenradina;Schip;79;Batavia, ter rede;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4348.5;8062.5
4943;1780;11820;25;Roodenrijs;Schip;79;Batavia, ter rede;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4220.1;
